1122,"NULL",1072,\N,\N,\N,\N,\N,0,"cdatc_1122",\N,"dci_1072"
1123,"N06BX",1073,0,"",\N,"",\N,0,"cdatc_1123","","dci_1073"
1124,"J01MB",1074,0,"",\N,"",\N,0,"cdatc_1124","","dci_1074"
1125,"N/A",1075,0,"",\N,"",\N,0,"cdatc_1125","","dci_1075"
1126,"B05CX",1076,0,"",\N,"",\N,0,"cdatc_1126","","dci_1076"
1127,"C01CX",1077,0,"",\N,"",\N,0,"cdatc_1127","","dci_1077"
1128,"A12C",1078,0,"",\N,"",\N,0,"cdatc_1128","","dci_1078"
1129,"N/A",1079,0,"",\N,"",\N,0,"cdatc_1129","","dci_1079"
2822,"R03BB06",108,0.044,"mg",\N,"",\N,0,"cdatc_2822","http://www.cbip.be/fr/contents/jump?amppid=73593","dci_108"
1130,"M02AX",1080,0,"",\N,"",\N,0,"cdatc_1130","","dci_1080"
1131,"M02AX10",1080,0,"",\N,"",\N,0,"cdatc_1131","http://www.cbip.be/fr/contents/jump?amppid=155028","dci_1080"
1132,"NULL",1081,\N,\N,\N,\N,\N,0,"cdatc_1132",\N,"dci_1081"
1133,"J07AX30",1082,0.333,"ed",\N,"",\N,0,"cdatc_1133","http://www.cbip.be/fr/contents/jump?amppid=53918","dci_1082"
1134,"NULL",1083,\N,\N,\N,\N,\N,0,"cdatc_1134",\N,"dci_1083"
1135,"J07BX",1084,0,"",\N,"",\N,0,"cdatc_1135","","dci_1084"
1136,"C01DX",1085,0,"",\N,"",\N,0,"cdatc_1136","","dci_1085"
1137,"NULL",1086,\N,\N,\N,\N,\N,0,"cdatc_1137",\N,"dci_1086"
1138,"G04BE10",1087,0.1,"g",\N,"",\N,0,"cdatc_1138","http://www.cbip.be/fr/contents/jump?amppid=77966","dci_1087"
1139,"P02CF",1088,0,"",\N,"",\N,0,"cdatc_1139","","dci_1088"
1140,"L01XE17",1089,14,"mg",\N,"",\N,0,"cdatc_1140","http://www.cbip.be/fr/contents/jump?amppid=73577","dci_1089"
2823,"A06AB06",109,2,"ud",\N,"",\N,0,"cdatc_2823","http://www.cbip.be/fr/contents/jump?amppid=10322","dci_109"
1141,"L01BC07",1090,30,"mg",\N,"",\N,0,"cdatc_1141","http://www.cbip.be/fr/contents/jump?amppid=47548","dci_1090"
1142,"N/A",1091,0,"",\N,"",\N,0,"cdatc_1142","","dci_1091"
1143,"R06AX09",1092,0,"",\N,"",\N,0,"cdatc_1143","","dci_1092"
1144,"L04AX01",1093,150,"mg",\N,"",\N,0,"cdatc_1144","http://www.cbip.be/fr/contents/jump?amppid=31740","dci_1093"
1145,"D10AX03",1094,5000,"mg",\N,"",\N,0,"cdatc_1145","http://www.cbip.be/fr/contents/jump?amppid=8839","dci_1094"
1146,"R01AC03",1095,0.56,"mg",\N,"",\N,0,"cdatc_1146","http://www.cbip.be/fr/contents/jump?amppid=7716","dci_1095"
1147,"S01GX07",1095,4,"ed",\N,"",\N,0,"cdatc_1147","http://www.cbip.be/fr/contents/jump?amppid=20842","dci_1095"
1148,"J01FA10",1096,0.3,"g",\N,"",\N,0,"cdatc_1148","http://www.cbip.be/fr/contents/jump?amppid=109967","dci_1096"
1149,"S01AA26",1096,0,"",\N,"",\N,0,"cdatc_1149","","dci_1096"
1150,"R07AX01",1097,0,"",\N,"",\N,0,"cdatc_1150","","dci_1097"
1151,"J01DF01",1098,4000,"mg",\N,"",\N,0,"cdatc_1151","http://www.cbip.be/fr/contents/jump?amppid=67025","dci_1098"
1152,"J01CA06",1099,0,"",\N,"",\N,0,"cdatc_1152","","dci_1099"
274,"D08AX22",11,0,"",\N,"",\N,0,"cdatc_274","","dci_11"
2824,"A06AB56",110,0,"",\N,"",\N,0,"cdatc_2824","","dci_110"
1153,"C05AX30",1100,0,"",\N,"",\N,0,"cdatc_1153","","dci_1100"
1154,"D06AX05",1101,2,"g",\N,"",\N,0,"cdatc_1154","http://www.cbip.be/fr/contents/jump?amppid=33977","dci_1101"
1155,"M03BX01",1102,50,"mg",\N,"",\N,0,"cdatc_1155","http://www.cbip.be/fr/contents/jump?amppid=17467","dci_1102"
1156,"002",1103,0,"",\N,"",\N,0,"cdatc_1156","","dci_1103"
1157,"002-014-044-125",1103,0,"",\N,"",\N,0,"cdatc_1157","","dci_1103"
1158,"003",1103,0,"",\N,"",\N,0,"cdatc_1158","","dci_1103"
1159,"002-016-048-138",1104,0,"",\N,"",\N,0,"cdatc_1159","","dci_1104"
1160,"A07EC04",1105,0,"",\N,"",\N,0,"cdatc_1160","","dci_1105"
1161,"NULL",1106,\N,\N,\N,\N,\N,0,"cdatc_1161",\N,"dci_1106"
1162,"R03CC12",1107,0,"",\N,"",\N,0,"cdatc_1162","","dci_1107"
1163,"R03DA08",1108,0,"",\N,"",\N,0,"cdatc_1163","","dci_1108"
1164,"002",1109,0,"",\N,"",\N,0,"cdatc_1164","","dci_1109"
2825,"A06AB56",111,0,"",\N,"",\N,0,"cdatc_2825","","dci_111"
1165,"002",1110,0,"",\N,"",\N,0,"cdatc_1165","","dci_1110"
1166,"005",1110,0,"",\N,"",\N,0,"cdatc_1166","","dci_1110"
1167,"N/A",1111,0,"",\N,"",\N,0,"cdatc_1167","","dci_1111"
1168,"",1112,\N,\N,\N,\N,\N,0,"cdatc_1168",\N,"dci_1112"
1169,"N05CB02",1113,0,"",\N,"",\N,0,"cdatc_1169","","dci_1113"
1170,"N05CB",1114,0,"",\N,"",\N,0,"cdatc_1170","","dci_1114"
1171,"N01AG",1115,0,"",\N,"",\N,0,"cdatc_1171","","dci_1115"
1172,"N03AA",1116,0,"",\N,"",\N,0,"cdatc_1172","","dci_1116"
1173,"NULL",1116,\N,\N,\N,\N,\N,0,"cdatc_1173",\N,"dci_1116"
1174,"N01AF",1117,0,"",\N,"",\N,0,"cdatc_1174","","dci_1117"
1175,"N05CA",1117,0,"",\N,"",\N,0,"cdatc_1175","","dci_1117"
1176,"L04AA37",1118,0,"",\N,"",\N,0,"cdatc_1176","http://www.cbip.be/fr/contents/jump?amppid=153148","dci_1118"
1177,"C08CA12",1119,0,"",\N,"",\N,0,"cdatc_1177","","dci_1119"
2826,"L04AB06",112,1.66,"mg",\N,"",\N,0,"cdatc_2826","http://www.cbip.be/fr/contents/jump?amppid=71894","dci_112"
1178,"003",1120,0,"",\N,"",\N,0,"cdatc_1178","","dci_1120"
1179,"N/A",1121,0,"",\N,"",\N,0,"cdatc_1179","","dci_1121"
1180,"L04AC02",1122,40,"mg",\N,"",\N,0,"cdatc_1180","http://www.cbip.be/fr/contents/jump?amppid=20958","dci_1122"
1182,"G03XC02",1124,20,"mg",\N,"",\N,0,"cdatc_1182","http://www.cbip.be/fr/contents/jump?amppid=73551","dci_1124"
1183,"",1125,\N,\N,\N,\N,\N,0,"cdatc_1183",\N,"dci_1125"
1184,"002-013",1126,0,"",\N,"",\N,0,"cdatc_1184","","dci_1126"
1185,"A07EA07",1127,5,"mg",\N,"",\N,0,"cdatc_1185","http://www.cbip.be/fr/contents/jump?amppid=40501","dci_1127"
1186,"R01AD01",1127,0.4,"mg",\N,"",\N,0,"cdatc_1186","http://www.cbip.be/fr/contents/jump?amppid=25577","dci_1127"
1187,"R03BA01",1127,0.8,"mg",\N,"",\N,0,"cdatc_1187","http://www.cbip.be/fr/contents/jump?amppid=24448","dci_1127"
1188,"R01AD01",1128,0.4,"mg",\N,"",\N,0,"cdatc_1188","http://www.cbip.be/fr/contents/jump?amppid=25577","dci_1128"
1189,"R03BA01",1128,0.8,"mg",\N,"",\N,0,"cdatc_1189","http://www.cbip.be/fr/contents/jump?amppid=24448","dci_1128"
1190,"J04AK05",1129,86,"mg",\N,"",\N,0,"cdatc_1190","http://www.cbip.be/fr/contents/jump?amppid=77453","dci_1129"
2827,"002-013-018-133",113,0,"",\N,"",\N,0,"cdatc_2827","","dci_113"
